央视频道,#genre#
CCTV1,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?m3u8_level=2
CCTV1,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000131
CCTV1,http://111.48.34.146/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.147/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.150/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.152/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.153/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.153/000000000000/PLTV/88888888/224/3221230563/1.m3u8
CCTV1,http://111.48.34.155/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.156/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.157/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.158/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.159/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.160/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.163/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.164/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.165/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.166/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.167/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.168/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.169/000000000000/PLTV/88888888/224/3221229665/1.m3u8
CCTV1,http://111.48.34.169/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.170/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.172/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.173/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.174/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.175/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.176/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.177/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.178/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.179/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.180/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.181/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.182/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.183/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.184/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.185/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.186/000000000000/PLTV/88888888/224/3221229665/1.m3u8
CCTV1,http://111.48.34.186/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.187/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.188/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.189/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.190/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.191/000000000000/PLTV/88888888/224/3221229665/1.m3u8
CCTV1,http://111.48.34.191/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.191/000000000000/PLTV/88888888/224/3221230563/1.m3u8
CCTV1,http://111.48.34.192/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.193/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.195/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.196/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.198/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.199/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.199/000000000000/PLTV/88888888/224/3221230563/1.m3u8
CCTV1,http://111.48.34.200/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.201/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.202/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.203/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.203/000000000000/PLTV/88888888/224/3221230563/1.m3u8
CCTV1,http://111.48.34.204/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.205/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.206/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.207/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.208/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.209/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.210/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.211/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.212/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.213/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.214/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.215/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.216/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.218/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.219/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.220/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.221/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.222/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.223/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.224/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.225/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.226/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.227/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.228/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.229/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.230/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.231/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.232/000000000000/PLTV/88888888/224/3221229665/1.m3u8
CCTV1,http://111.48.34.232/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.233/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.234/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.235/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.236/000000000000/PLTV/88888888/224/3221230440/1.m3u8
CCTV1,http://111.48.34.237/000000000000/PLTV/88888888/224/3221229665/1.m3u8
CCTV1,http://111.48.34.237/000000000000/PLTV/88888888/224/3221230440/1.m3u8

CCTV2,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN5000036BESTVSMGSMG/index.m3u8?m3u8_level=2
CCTV2,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000357
CCTV2,http://111.48.34.162/000000000000/PLTV/88888888/224/3221229893/1.m3u8
CCTV2,http://111.48.34.169/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.172/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.174/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.175/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.179/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.181/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.182/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.191/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.208/000000000000/PLTV/88888888/224/3221229893/1.m3u8
CCTV2,http://111.48.34.215/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.218/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.220/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.221/000000000000/PLTV/88888888/224/3221229893/1.m3u8
CCTV2,http://111.48.34.221/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.225/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.227/000000000000/PLTV/88888888/224/3221229893/1.m3u8
CCTV2,http://111.48.34.227/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.228/000000000000/PLTV/88888888/224/3221230359/1.m3u8
CCTV2,http://111.48.34.237/000000000000/PLTV/88888888/224/3221230359/1.m3u8

CCTV3,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638727c125355/index.m3u8?m3u8_level=2
CCTV3,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000391
CCTV3,http://111.48.34.163/000000000000/PLTV/88888888/224/3221230150/1.m3u8
CCTV3,http://111.48.34.164/000000000000/PLTV/88888888/224/3221230394/1.m3u8
CCTV3,http://111.48.34.166/000000000000/PLTV/88888888/224/3221230150/1.m3u8
CCTV3,http://111.48.34.177/000000000000/PLTV/88888888/224/3221230394/1.m3u8
CCTV3,http://111.48.34.191/000000000000/PLTV/88888888/224/3221230150/1.m3u8
CCTV3,http://111.48.34.207/000000000000/PLTV/88888888/224/3221230394/1.m3u8
CCTV3,http://111.48.34.209/000000000000/PLTV/88888888/224/3221230150/1.m3u8
CCTV3,http://111.48.34.210/000000000000/PLTV/88888888/224/3221230394/1.m3u8
CCTV3,http://111.48.34.212/000000000000/PLTV/88888888/224/3221230150/1.m3u8
CCTV3,http://111.48.34.223/000000000000/PLTV/88888888/224/3221230394/1.m3u8
CCTV3,http://111.48.34.237/000000000000/PLTV/88888888/224/3221230150/1.m3u8

CCTV4,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8?m3u8_level=2
CCTV4,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000409
CCTV4,http://111.48.34.146/000000000000/PLTV/88888888/224/3221230518/1.m3u8
CCTV4,http://111.48.34.152/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.153/000000000000/PLTV/88888888/224/3221230571/1.m3u8
CCTV4,http://111.48.34.155/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.157/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.159/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.161/000000000000/PLTV/88888888/224/3221230577/1.m3u8
CCTV4,http://111.48.34.164/000000000000/PLTV/88888888/224/3221230571/1.m3u8
CCTV4,http://111.48.34.166/000000000000/PLTV/88888888/224/3221230518/1.m3u8
CCTV4,http://111.48.34.168/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.170/000000000000/PLTV/88888888/224/3221229862/1.m3u8
CCTV4,http://111.48.34.170/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.172/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.173/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.180/000000000000/PLTV/88888888/224/3221230518/1.m3u8
CCTV4,http://111.48.34.183/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.191/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.192/000000000000/PLTV/88888888/224/3221230518/1.m3u8
CCTV4,http://111.48.34.198/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.199/000000000000/PLTV/88888888/224/3221230571/1.m3u8
CCTV4,http://111.48.34.200/000000000000/PLTV/88888888/224/3221230571/1.m3u8
CCTV4,http://111.48.34.201/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.203/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.205/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.207/000000000000/PLTV/88888888/224/3221230577/1.m3u8
CCTV4,http://111.48.34.210/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.210/000000000000/PLTV/88888888/224/3221230571/1.m3u8
CCTV4,http://111.48.34.210/000000000000/PLTV/88888888/224/3221230571/1.m3u8$4K
CCTV4,http://111.48.34.212/000000000000/PLTV/88888888/224/3221230518/1.m3u8
CCTV4,http://111.48.34.213/000000000000/PLTV/88888888/224/3221230518/1.m3u8
CCTV4,http://111.48.34.213/000000000000/PLTV/88888888/224/3221230571/1.m3u8
CCTV4,http://111.48.34.214/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.215/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.216/000000000000/PLTV/88888888/224/3221229862/1.m3u8
CCTV4,http://111.48.34.216/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.218/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.219/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.223/000000000000/PLTV/88888888/224/3221229862/1.m3u8
CCTV4,http://111.48.34.226/000000000000/PLTV/88888888/224/3221230518/1.m3u8
CCTV4,http://111.48.34.229/000000000000/PLTV/88888888/224/3221230489/1.m3u8
CCTV4,http://111.48.34.237/000000000000/PLTV/88888888/224/3221230489/1.m3u8

